season,ncaa_division,ncaa_division_formatted,team_conference_name,team_id,school_name,sport_id,school_id,url
2025,3,III,NESCAC,594779,Middlebury,WLA,420,https://athletics.middlebury.edu/sports/womens-lacrosse
2025,3,III,Little East,594780,Plymouth St.,WLA,548,https://psupanthers.com/sports/womens-lacrosse
2025,3,III,SCIAC,594781,Pomona-Pitzer,WLA,549,https://pomonapitzersagehens.com/sports/womens-lacrosse
2025,3,III,SAA,594782,Rhodes,WLA,573,https://rhodeslynxedu/sports/womens-lacrosse
2025,3,III,Empire 8,594783,St. John Fisher,WLA,601,https://sjfcardinals.com/sports/womens-lacrosse
2025,3,III,United East,594784,St. Mary's (MD),WLA,611,https://smcmseahawks.com/sports/womens-lacrosse
2025,3,III,C2C,594785,Salisbury,WLA,622,https://salisburyu.edu/athletics/sports/womens-lacrosse
2025,3,III,Landmark,594786,Scranton,WLA,633,https://goguiltyedu/sports/womens-lacrosse
2025,3,III,MAC Freedom,594787,Stevens,WLA,679,https://stevensducks.com/sports/womens-lacrosse
2025,3,III,NJAC,594788,TCNJ,WLA,712,https://tcnjlions.com/sports/womens-lacrosse
2025,3,III,ODAC,594789,Wash. & Lee,WLA,752,https://generalsathletics.com/sports/womens-lacrosse
2025,3,III,MASCAC,594791,Westfield St.,WLA,777,https://westfieldstateathletics.com/sports/womens-lacrosse
2025,3,III,MAC Commonwealth,594792,York (PA),WLA,815,https://yorkathletics.com/sports/womens-lacrosse
2025,3,III,PAC,594793,Grove City,WLA,265,https://gccwolverines.com/sports/womens-lacrosse
2025,3,III,NACC,594794,Lake Forest,WLA,344,https://lakeforeststforesters.com/sports/womens-lacrosse
2025,3,III,PAC,594795,Geneva,WLA,30084,https://genevaeagles.com/sports/womens-lacrosse
2025,3,III,Empire 8,594844,Elmira,WLA,213,https://elmirasoaringeagles.com/sports/womens-lacrosse
2025,3,III,NACC,601116,Lawrence,WLA,348,https://lawrencevikings.com/sports/womens-lacrosse
2025,3,III,NWC,601153,Pacific Lutheran,WLA,1297,https://golutes.com/sports/womens-lacrosse
2025,3,III,NWC,601182,Lewis & Clark,WLA,22235,https://lclarkpioneers.com/sports/womens-lacrosse
2025,3,III,DIII Independent,601183,Trinity Washington,WLA,23413,https://trinitydc.edu/athletics/womens-lacrosse
2025,3,III,CNE,601184,Suffolk,WLA,684,https://suffolkrams.com/sports/womens-lacrosse
2025,3,III,Little East,601400,UMass Boston,WLA,401,https://umassbostonbeacons.com/sports/womens-lacrosse
2025,3,III,AMCC,601712,Alfred St.,WLA,30170,https://alfredstateathletics.com/sports/womens-lacrosse
